,passport_id,region,platform,user_type_cars_name,number_ads,revenue,vas,combined,combined_weight,group
118669,143357994,Екатеринбург,android,cars_simple,1,380,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
129854,143418318,Екатеринбург,android,cars_simple,2,1460,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
117285,134385255,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
86294,133062347,Екатеринбург,android,cars_simple,1,360,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
58201,137599007,Екатеринбург,android,cars_simple,2,1860,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
77297,142811284,Екатеринбург,android,cars_simple,1,250,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
124414,129140103,Екатеринбург,android,cars_simple,2,1440,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
46395,126143869,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
49075,140001130,Екатеринбург,android,cars_simple,1,550,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
26046,129675563,Екатеринбург,android,cars_simple,1,390,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
107346,137336401,Екатеринбург,android,cars_simple,1,360,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
101388,124117672,Екатеринбург,android,cars_simple,2,380,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
17619,123544257,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
93000,131858533,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
71923,144357684,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
96095,123957347,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
40245,133075351,Екатеринбург,android,cars_simple,1,360,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
3015,131590127,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
75080,142900950,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
24982,142691956,Екатеринбург,android,cars_simple,2,380,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
16213,126775761,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
112421,130928695,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
94649,142045566,Екатеринбург,android,cars_simple,1,360,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
2164,123813363,Екатеринбург,android,cars_simple,2,390,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
123912,136283451,Екатеринбург,android,cars_simple,1,360,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
9915,137054881,Екатеринбург,android,cars_simple,2,1190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
121594,135753601,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
65727,140951369,Екатеринбург,android,cars_simple,1,380,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
29812,139974592,Екатеринбург,android,cars_simple,1,785,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
125089,133921077,Екатеринбург,android,cars_simple,1,1294,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
110516,136483125,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
120814,143616864,Екатеринбург,android,cars_simple,1,380,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
129156,134475845,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
14214,137467103,Екатеринбург,android,cars_simple,1,740,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
6512,132632008,Екатеринбург,android,cars_simple,1,780,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
52307,137663965,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
1467,136007149,Екатеринбург,android,cars_simple,1,360,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
37173,136737863,Екатеринбург,android,cars_simple,2,390,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
11406,137116527,Екатеринбург,android,cars_simple,2,405,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
41172,143974316,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
47783,124435639,Екатеринбург,android,cars_simple,1,720,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
111289,133932895,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
41778,135419413,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
37500,144333602,Екатеринбург,android,cars_simple,1,1440,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
42027,135416911,Екатеринбург,android,cars_simple,1,3010,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
129459,144221630,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
28959,133911371,Екатеринбург,android,cars_simple,1,720,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
38448,123565986,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
46795,135851963,Екатеринбург,android,cars_simple,1,2968,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
35873,131556663,Екатеринбург,android,cars_simple,1,380,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
42974,142761452,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
50262,126388795,Екатеринбург,android,cars_simple,2,380,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
89062,135015281,Екатеринбург,android,cars_simple,1,360,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
116488,124724228,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
50041,143077334,Екатеринбург,android,cars_simple,1,390,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
74340,123806706,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
135120,144303026,Екатеринбург,android,cars_simple,1,360,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
7926,136571205,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
35482,128800377,Екатеринбург,android,cars_simple,1,360,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
69682,142535110,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
42776,129834305,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
65591,129498429,Екатеринбург,android,cars_simple,2,2854,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
1620,131089617,Екатеринбург,android,cars_simple,1,380,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
29389,123467466,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
10576,123781064,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
80598,134378129,Екатеринбург,android,cars_simple,1,1100,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
88524,134110249,Екатеринбург,android,cars_simple,1,550,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
68236,126077065,Екатеринбург,android,cars_simple,2,1440,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
10488,142488802,Екатеринбург,android,cars_simple,1,720,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
374,124118323,Екатеринбург,android,cars_simple,1,1950,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
49360,136654477,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
111981,141382005,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
30295,129677597,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
11454,140135212,Екатеринбург,android,cars_simple,1,380,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
71080,134125689,Екатеринбург,android,cars_simple,1,550,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
57957,140664871,Екатеринбург,android,cars_simple,1,215,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
14842,142225770,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
96557,144088492,Екатеринбург,android,cars_simple,1,1100,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
99780,136927219,Екатеринбург,android,cars_simple,1,360,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
6116,125742263,Екатеринбург,android,cars_simple,1,380,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
114271,132591388,Екатеринбург,android,cars_simple,2,760,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
43443,127279805,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
77197,133026301,Екатеринбург,android,cars_simple,1,2275,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
56573,143205278,Екатеринбург,android,cars_simple,1,380,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
14199,133226111,Екатеринбург,android,cars_simple,2,360,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
58647,133279727,Екатеринбург,android,cars_simple,1,1175,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
30701,134742181,Екатеринбург,android,cars_simple,1,2294,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
70751,132563754,Екатеринбург,android,cars_simple,1,380,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
91976,144267328,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
91359,129405545,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
72145,138144689,Екатеринбург,android,cars_simple,1,250,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
2031,138031533,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
83316,124243733,Екатеринбург,android,cars_simple,1,380,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
67480,142668640,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
49846,141793913,Екатеринбург,android,cars_simple,2,380,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
13550,129346977,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
109538,135891059,Екатеринбург,android,cars_simple,1,390,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
9685,142389768,Екатеринбург,android,cars_simple,1,360,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
109079,144251172,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
28256,129153309,Екатеринбург,android,cars_simple,1,360,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
82620,133739309,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
49548,124763580,Екатеринбург,android,cars_simple,1,745,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
2616,136375509,Екатеринбург,android,cars_simple,1,2294,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
72858,123631395,Екатеринбург,android,cars_simple,1,190,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['A']
83183,138115853,Екатеринбург,android,cars_simple,1,3982,1,"('Екатеринбург', 'android', 'cars_simple', 1)",7.321501786446435e-06,['B']
5030,123490116,Екатеринбург,desktop,cars_seller,1,0,0,"('Екатеринбург', 'desktop', 'cars_seller', 0)",7.321501786446436e-06,['A']
37896,123656492,Екатеринбург,desktop,cars_seller,1,190,1,"('Екатеринбург', 'desktop', 'cars_seller', 1)",7.321501786446436e-06,['A']
76128,138784682,Екатеринбург,desktop,cars_seller,1,190,1,"('Екатеринбург', 'desktop', 'cars_seller', 1)",7.321501786446436e-06,['B']
97466,136464515,Екатеринбург,desktop,cars_simple,1,0,0,"('Екатеринбург', 'desktop', 'cars_simple', 0)",7.321501786446436e-06,['B']
128030,124533523,Екатеринбург,desktop,cars_simple,1,0,0,"('Екатеринбург', 'desktop', 'cars_simple', 0)",7.321501786446436e-06,['A']
57531,127733555,Екатеринбург,desktop,cars_simple,1,0,0,"('Екатеринбург', 'desktop', 'cars_simple', 0)",7.321501786446436e-06,['B']
11530,123503029,Екатеринбург,desktop,cars_simple,1,0,0,"('Екатеринбург', 'desktop', 'cars_simple', 0)",7.321501786446436e-06,['A']
131264,141334387,Екатеринбург,desktop,cars_simple,1,0,0,"('Екатеринбург', 'desktop', 'cars_simple', 0)",7.321501786446436e-06,['B']
8872,123534194,Екатеринбург,desktop,cars_simple,1,0,0,"('Екатеринбург', 'desktop', 'cars_simple', 0)",7.321501786446436e-06,['B']
108175,140737243,Екатеринбург,desktop,cars_simple,4,0,0,"('Екатеринбург', 'desktop', 'cars_simple', 0)",7.321501786446436e-06,['A']
18457,124023027,Екатеринбург,desktop,cars_simple,1,0,0,"('Екатеринбург', 'desktop', 'cars_simple', 0)",7.321501786446436e-06,['B']
45417,141357713,Екатеринбург,desktop,cars_simple,2,0,0,"('Екатеринбург', 'desktop', 'cars_simple', 0)",7.321501786446436e-06,['A']
81124,123537836,Екатеринбург,desktop,cars_simple,1,215,1,"('Екатеринбург', 'desktop', 'cars_simple', 1)",7.321501786446435e-06,['B']
116042,135470541,Екатеринбург,desktop,cars_simple,1,550,1,"('Екатеринбург', 'desktop', 'cars_simple', 1)",7.321501786446435e-06,['A']
124245,133566957,Екатеринбург,desktop,cars_simple,1,190,1,"('Екатеринбург', 'desktop', 'cars_simple', 1)",7.321501786446435e-06,['A']
60076,143336472,Екатеринбург,desktop,cars_simple,1,190,1,"('Екатеринбург', 'desktop', 'cars_simple', 1)",7.321501786446435e-06,['A']
98424,144200192,Екатеринбург,desktop,cars_simple,1,190,1,"('Екатеринбург', 'desktop', 'cars_simple', 1)",7.321501786446435e-06,['B']
11150,135438031,Екатеринбург,desktop,cars_simple,1,1535,1,"('Екатеринбург', 'desktop', 'cars_simple', 1)",7.321501786446435e-06,['B']
38515,123544467,Екатеринбург,desktop,cars_simple,1,190,1,"('Екатеринбург', 'desktop', 'cars_simple', 1)",7.321501786446435e-06,['A']
98514,125844373,Екатеринбург,desktop,cars_simple,1,190,1,"('Екатеринбург', 'desktop', 'cars_simple', 1)",7.321501786446435e-06,['B']
27594,136641825,Екатеринбург,desktop,cars_simple,1,190,1,"('Екатеринбург', 'desktop', 'cars_simple', 1)",7.321501786446435e-06,['B']
84716,138387730,Екатеринбург,desktop,cars_simple,1,360,1,"('Екатеринбург', 'desktop', 'cars_simple', 1)",7.321501786446435e-06,['B']
84626,140470181,Екатеринбург,desktop,cars_simple,1,1484,1,"('Екатеринбург', 'desktop', 'cars_simple', 1)",7.321501786446435e-06,['B']
32913,138651862,Екатеринбург,desktop,cars_simple,1,975,1,"('Екатеринбург', 'desktop', 'cars_simple', 1)",7.321501786446435e-06,['B']
127510,141466803,Екатеринбург,desktop,cars_simple,1,190,1,"('Екатеринбург', 'desktop', 'cars_simple', 1)",7.321501786446435e-06,['A']
39248,133079797,Екатеринбург,desktop,cars_simple,2,785,1,"('Екатеринбург', 'desktop', 'cars_simple', 1)",7.321501786446435e-06,['B']
6702,133598903,Екатеринбург,desktop,cars_simple,1,380,1,"('Екатеринбург', 'desktop', 'cars_simple', 1)",7.321501786446435e-06,['B']
93255,135044777,Екатеринбург,desktop,cars_simple,1,380,1,"('Екатеринбург', 'desktop', 'cars_simple', 1)",7.321501786446435e-06,['A']
117299,133647867,Екатеринбург,ios,cars_dealer,1,0,0,"('Екатеринбург', 'ios', 'cars_dealer', 0)",7.321501786446435e-06,['A']
14805,124252990,Екатеринбург,ios,cars_dealer,1,305,1,"('Екатеринбург', 'ios', 'cars_dealer', 1)",7.321501786446435e-06,['A']
107233,143475386,Екатеринбург,ios,cars_dealer,1,3193,1,"('Екатеринбург', 'ios', 'cars_dealer', 1)",7.321501786446435e-06,['B']
37403,140489651,Екатеринбург,ios,cars_dealer,1,305,1,"('Екатеринбург', 'ios', 'cars_dealer', 1)",7.321501786446435e-06,['B']
67622,142225654,Екатеринбург,ios,cars_seller,1,0,0,"('Екатеринбург', 'ios', 'cars_seller', 0)",7.321501786446435e-06,['B']
74481,132745478,Екатеринбург,ios,cars_seller,1,0,0,"('Екатеринбург', 'ios', 'cars_seller', 0)",7.321501786446435e-06,['B']
27845,137822537,Екатеринбург,ios,cars_seller,1,0,0,"('Екатеринбург', 'ios', 'cars_seller', 0)",7.321501786446435e-06,['B']
32034,136708471,Екатеринбург,ios,cars_seller,1,0,0,"('Екатеринбург', 'ios', 'cars_seller', 0)",7.321501786446435e-06,['B']
13138,139848384,Екатеринбург,ios,cars_seller,1,0,0,"('Екатеринбург', 'ios', 'cars_seller', 0)",7.321501786446435e-06,['B']
85213,124205046,Екатеринбург,ios,cars_seller,1,0,0,"('Екатеринбург', 'ios', 'cars_seller', 0)",7.321501786446435e-06,['A']
77321,140483569,Екатеринбург,ios,cars_seller,1,0,0,"('Екатеринбург', 'ios', 'cars_seller', 0)",7.321501786446435e-06,['B']
7483,138041801,Екатеринбург,ios,cars_seller,1,0,0,"('Екатеринбург', 'ios', 'cars_seller', 0)",7.321501786446435e-06,['A']
82160,140405747,Екатеринбург,ios,cars_seller,1,0,0,"('Екатеринбург', 'ios', 'cars_seller', 0)",7.321501786446435e-06,['A']
69198,132469886,Екатеринбург,ios,cars_seller,1,0,0,"('Екатеринбург', 'ios', 'cars_seller', 0)",7.321501786446435e-06,['A']
56568,135230245,Екатеринбург,ios,cars_seller,1,0,0,"('Екатеринбург', 'ios', 'cars_seller', 0)",7.321501786446435e-06,['A']
16481,132774128,Екатеринбург,ios,cars_seller,1,0,0,"('Екатеринбург', 'ios', 'cars_seller', 0)",7.321501786446435e-06,['A']
40011,137944261,Екатеринбург,ios,cars_seller,1,0,0,"('Екатеринбург', 'ios', 'cars_seller', 0)",7.321501786446435e-06,['A']
105531,123563118,Екатеринбург,ios,cars_seller,1,0,0,"('Екатеринбург', 'ios', 'cars_seller', 0)",7.321501786446435e-06,['B']
122751,140268155,Екатеринбург,ios,cars_seller,1,0,0,"('Екатеринбург', 'ios', 'cars_seller', 0)",7.321501786446435e-06,['B']
66265,138060729,Екатеринбург,ios,cars_seller,3,1555,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
972,139914136,Екатеринбург,ios,cars_seller,1,410,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
89735,132899779,Екатеринбург,ios,cars_seller,1,205,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
13011,123644317,Екатеринбург,ios,cars_seller,2,2825,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['A']
107998,140414869,Екатеринбург,ios,cars_seller,1,410,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
23847,134298069,Екатеринбург,ios,cars_seller,3,755,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
49060,123671299,Екатеринбург,ios,cars_seller,1,205,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['A']
108533,124159022,Екатеринбург,ios,cars_seller,1,215,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
131252,123692082,Екатеринбург,ios,cars_seller,3,1270,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['A']
10277,143764632,Екатеринбург,ios,cars_seller,4,360,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
108081,131828949,Екатеринбург,ios,cars_seller,1,205,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['A']
24716,129948251,Екатеринбург,ios,cars_seller,1,4714,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['A']
83379,128850403,Екатеринбург,ios,cars_seller,1,205,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['A']
68511,133962667,Екатеринбург,ios,cars_seller,1,205,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
57383,133042809,Екатеринбург,ios,cars_seller,2,410,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
112307,137572139,Екатеринбург,ios,cars_seller,1,860,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
42351,140912707,Екатеринбург,ios,cars_seller,2,410,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
3169,128153587,Екатеринбург,ios,cars_seller,2,3050,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
29058,142708314,Екатеринбург,ios,cars_seller,2,2760,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['A']
91575,123470677,Екатеринбург,ios,cars_seller,1,860,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
43417,127025683,Екатеринбург,ios,cars_seller,1,1330,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
72689,136638493,Екатеринбург,ios,cars_seller,1,205,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
14043,135026219,Екатеринбург,ios,cars_seller,1,1145,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['A']
62031,124711013,Екатеринбург,ios,cars_seller,2,410,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['A']
3437,136017053,Екатеринбург,ios,cars_seller,1,205,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
66076,127768427,Екатеринбург,ios,cars_seller,1,205,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['A']
9684,123851983,Екатеринбург,ios,cars_seller,1,205,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['A']
56601,126510639,Екатеринбург,ios,cars_seller,1,410,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
109705,143615362,Екатеринбург,ios,cars_seller,3,410,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['A']
96810,124700047,Екатеринбург,ios,cars_seller,1,205,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
11321,137253443,Екатеринбург,ios,cars_seller,1,1357,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
52206,135525319,Екатеринбург,ios,cars_seller,2,2672,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
2879,124532765,Екатеринбург,ios,cars_seller,1,5000,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
71632,125423808,Екатеринбург,ios,cars_seller,2,1040,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
133359,123666600,Екатеринбург,ios,cars_seller,2,1495,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
8350,134233743,Екатеринбург,ios,cars_seller,2,190,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
121189,126933181,Екатеринбург,ios,cars_seller,3,615,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
86254,131647987,Екатеринбург,ios,cars_seller,2,205,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['A']
50631,141567029,Екатеринбург,ios,cars_seller,1,205,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['A']
43166,132795630,Екатеринбург,ios,cars_seller,1,410,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['A']
13223,141559443,Екатеринбург,ios,cars_seller,2,410,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
100114,131518635,Екатеринбург,ios,cars_seller,3,615,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['B']
16333,127750835,Екатеринбург,ios,cars_seller,3,2290,1,"('Екатеринбург', 'ios', 'cars_seller', 1)",7.321501786446436e-06,['A']
